	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
EG10389	0.325049146	0.457017449	0.427492379	0.413921544	0.404852707	0.443344325	0.371471501	0.397803766	0.497709978	0.486685031	0.112912606	0.107991454	0.108345228	0.091306239	0.45596604	0.166789439	0.228566381	0.104191359	0.465074233	0.184133435
EG10391	0.21164936	0.149072495	0.268785228	0.240082639	0.16628253	0.132152901	0.126424462	0.170488318	0.203821992	0.148401316	0.196098461	0.229870245	0.21171305	0.155696898	0.132468191	0.186037857	0.164209299	0.107568023	0.160356026	0.205329579
EG10392	0.078417542	0.18444898	0.21809768	0.129763788	0.155741276	0.081848203	0.120804593	0.05298986	0.365993506	0.17940528	0.014331856	0.001838804	0.014871228	0.004295596	0.19906871	0.00344989	0.010709189	0.007846031	0.037807234	0.039224411
EG10393	0.053767741	0.081130668	0.206542076	0.045476067	0.089587903	0.065981025	0.04335124	0.051175039	0.028364567	0.032833315	0.355405585	0.26891516	0.300932012	0.229886148	0.244014725	0.178458778	0.29921929	0.265100721	0.181065643	0.205158696
EG10394	0.118538332	0.209492404	0.417740193	0.161448831	0.158657741	0.13636919	0.189832807	0.172430891	0.117472224	0.227204848	0.157459562	0.155114309	0.196313884	0.188805439	0.228949384	0.217072373	0.077712157	0.080130918	0.05816515	0.145068977
EG10395	0.988585151	0.64329528	0.152919154	0.757118966	0.872428604	0.491984117	0.619333718	0.973829734	0.100571283	0.163539181	0.94521639	0.966309818	0.847250861	0.763951968	0.107389877	0.74812669	0.805919604	0.732118534	0.155928235	0.460326137
EG10396	0.358628992	0.439171761	0.324328834	0.346575376	0.319166135	0.379336835	0.348268178	0.269877352	0.336312143	0.283371946	0.562525325	0.589632091	0.392886801	0.438780095	0.043351878	0.437115252	0.427502024	0.306381129	0.082895216	0.134625862
EG10398	0.669275249	0.504331871	0.424277782	0.611268171	0.653484239	0.600326669	0.527996474	0.699158851	0.345419846	0.406284669	0.00845293	0.003349667	0.028255307	0.0288485	0.758420179	0.048588133	0.043353932	0.064985723	0.690262456	0.287468157
EG10399	0.235976069	0.391118916	0.229611781	0.333735809	0.340527864	0.394397092	0.367501227	0.352440784	0.623921574	0.452458867	0.190535661	0.276922736	0.210877946	0.346918675	0.125571607	0.287438711	0.171341472	0.346054417	0.545960009	0.242413037
EG10400	0.989961824	0.683186687	0.33875277	0.737307877	0.92956229	0.604343237	0.663489936	0.981332658	0.073857903	0.253927569	0.935659908	0.972911766	0.84154064	0.798669063	0.069122279	0.67346441	0.762478349	0.653736239	0.135154544	0.309009706
EG10401	0.128830388	0.280016645	0.113592196	0.249883121	0.139893072	0.224957735	0.122368868	0.2630239	0.457644136	0.235482422	0.424497273	0.36465945	0.315971238	0.376002414	0.182778154	0.376464528	0.352703831	0.434494636	0.529454047	0.348828936
EG10402	0.439569092	0.336546492	0.693818481	0.388142806	0.478649099	0.330159007	0.390217857	0.321850385	0.270779592	0.293700825	0.316096551	0.229302952	0.316564607	0.297927055	0.390373367	0.346238417	0.233097942	0.254586308	0.113708508	0.318382995
EG10403	0.131423811	0.02826957	0.076839612	0.077659037	0.177451136	0.127345355	0.199133168	0.16984408	0.246960524	0.057235725	0.005286308	0.021364593	0.494205827	0.44943064	0.563983394	0.114519318	0.569936256	0.387771859	0.463711903	0.692076389
EG10404	0.337441549	0.040503752	0.392848089	0.281983347	0.387251878	0.347931146	0.507747001	0.47942648	0.637719572	0.183049642	0.010974693	0.001666634	0.2833172	0.302509736	0.248801077	0.15039574	0.258868226	0.191853499	0.274815562	0.418252574
EG10408	0.120579087	0.894534622	0.134397682	0.332822768	0.266205095	0.09449691	0.028658289	0.185738831	0.38426032	0.726676791	0.632495426	0.45836889	0.62249969	0.094837574	0.231752375	0.04822032	0.49765053	0.507825685	0.11213406	0.446451097
EG10412	0.995733339	0.839697851	0.707234717	0.94151184	0.962248986	0.84119853	0.886513774	0.991823391	0.251084148	0.673717399	0.979625057	0.989619461	0.935001429	0.894762393	0.204077821	0.89082302	0.894902303	0.875879233	0.281883298	0.63112371
EG10416	0.374958581	0.415587171	0.591865214	0.611550082	0.437985879	0.459174364	0.299726042	0.389991696	0.500939043	0.637200153	0.005842867	0.001098746	0.125667217	0.004369773	0.011954254	0.012538809	0.074340016	0.004463141	0.034474181	0.006471925
EG10417	0.994513312	0.879351059	0.620923216	0.918802266	0.960722283	0.833252612	0.875053967	0.991584155	0.450429461	0.553272114	0.959864269	0.979069242	0.904019074	0.801964001	0.159824099	0.813979927	0.832345179	0.808743717	0.127792005	0.585583438
EG10420	0.224161634	0.192093495	0.590167827	0.362906788	0.076149795	0.149270641	0.093616836	0.068699882	0.157613374	0.436302679	0.403254482	0.188428365	0.125122896	0.18075497	0.180053867	0.182325268	0.602473162	0.171258956	0.297469702	0.174411377
EG10421	0.399918045	0.414639666	0.579355335	0.369354697	0.120151975	0.33513758	0.201112344	0.218840763	0.296496024	0.367839974	0.208384559	0.175527483	0.10208015	0.156051913	0.048460966	0.111308673	0.553739178	0.086897668	0.092621371	0.31104289
EG10423	0.477605361	0.351646159	0.35308766	0.433448992	0.321551613	0.391157811	0.356536954	0.384104759	0.261847176	0.301582017	0.481003267	0.54492871	0.37417744	0.504777862	0.443704705	0.447927992	0.407017285	0.477576589	0.399450176	0.197799109
EG10424	0.033631504	0.089678276	0.130473186	0.079232407	0.020201064	0.140422579	0.143355391	0.071084882	0.316510979	0.196175293	0.203488186	0.179683151	0.183607117	0.145120817	0.331328297	0.121057915	0.137616778	0.194718865	0.242109037	0.255082467
EG10427	0.491468885	0.449741682	0.476467451	0.478247849	0.614455968	0.405152268	0.485045868	0.331141369	0.346279007	0.439032433	0.534470536	0.459894709	0.488127533	0.304518705	0.314844215	0.434392143	0.553151662	0.434758498	0.255592654	0.435975596
EG10438	0.492092126	0.944284055	0.469887054	0.405414186	0.673876046	0.809394378	0.714433263	0.432321717	0.609095263	0.177961464	0.83527658	0.548093176	0.106425733	0.333535451	0.641399109	0.982488336	0.395934311	0.722057814	0.189746415	0.859711259
EG10440	0.358574732	0.446699158	0.304460813	0.436531526	0.519490253	0.472214244	0.326572134	0.415572512	0.179342951	0.353109822	0.876931249	0.935548366	0.85361304	0.77429424	0.03845357	0.739097276	0.825533751	0.716469874	0.09338374	0.438004854
EG10441	0.906883825	0.798955814	0.722878456	0.838880294	0.879132603	0.785998123	0.857555837	0.890711144	0.451338221	0.668860979	0.053060525	0.02507807	0.046073067	0.10265718	0.740909942	0.087228016	0.08035637	0.072080163	0.878696665	0.287281285
EG10452	0.713387919	0.905671884	0.534826908	0.797648991	0.662448738	0.803354274	0.500079301	0.927186941	0.21916905	0.800667925	0.911055449	0.654880035	0.924185254	0.676495097	0.750568416	0.940723961	0.960427815	0.5656361	0.801048462	0.348483413
EG10455	0.823838582	0.843463341	0.570867414	0.866046105	0.945030945	0.808711168	0.797345562	0.988184233	0.448469627	0.616223733	0.636037869	0.185445965	0.596239485	0.588213837	0.188780282	0.535149505	0.286627702	0.703530304	0.784654877	0.099706116
EG10456	0.766021813	0.592836365	0.731591588	0.536508724	0.780259573	0.592616991	0.669765036	0.648174152	0.26847096	0.538554008	0.757327239	0.944882416	0.79855653	0.919959792	0.233030972	0.851032242	0.809832424	0.856860096	0.58433537	0.691011322
EG10457	0.818570756	0.836801206	0.775973908	0.906971388	0.942177493	0.800213813	0.831133379	0.975660606	0.497972988	0.722084209	0.871829976	0.915828453	0.669843732	0.887071426	0.721025063	0.855294202	0.537483511	0.925506877	0.848133123	0.455260902
EG10461	0.340958275	0.437372758	0.555525071	0.559844115	0.350817323	0.542075582	0.25311905	0.316494807	0.458727696	0.568463996	0.000205902	3.33E-07	0.00556504	1.46E-05	1.98E-05	0.000765408	0.010519543	3.19E-05	0.000227777	6.90E-06
EG10463	0.693397893	0.558340765	0.343650444	0.671289393	0.544540375	0.616955704	0.47861426	0.705984249	0.486958524	0.63030545	0.542286729	0.541732963	0.565106814	0.292291523	0.202459938	0.387974091	0.257802639	0.551096114	0.657486649	0.207017138
EG10466	0.982188133	0.913177772	0.75111956	0.920064208	0.966003222	0.852219731	0.916709943	0.981518097	0.633036406	0.714882609	0.907003378	0.907232608	0.840398532	0.784253445	0.408193507	0.770250982	0.847344703	0.756830908	0.43015018	0.560351305
EG10467	0.734714237	0.512786834	0.304354394	0.570819309	0.659669135	0.532178745	0.559707387	0.719922645	0.161717303	0.303985843	0.604354342	0.65987672	0.485248781	0.463165821	0.047786468	0.401479475	0.4538625	0.408009119	0.070985176	0.222873968
EG10468	0.363737113	0.367963646	0.111701081	0.598224871	0.199188245	0.259056941	0.217432008	0.240617676	0.127970674	0.287435956	0.322153802	0.414461338	0.199943	0.202631224	0.169103877	0.481848336	0.14462848	0.088527293	0.22880403	0.188693691
EG10469	0.440345995	0.294003008	0.108788731	0.593214391	0.440136104	0.384761527	0.340856888	0.25143077	0.20786767	0.242932505	0.225018083	0.427276923	0.145420781	0.200765431	0.111563651	0.442164456	0.112507843	0.091517921	0.145314388	0.106995924
EG10470	0.222813452	0.152752515	0.071191052	0.336848914	0.179374267	0.104086766	0.196402084	0.091641941	0.097268471	0.065330849	0.270998978	0.526036316	0.19871094	0.241664613	0.094607083	0.44617994	0.131508426	0.132267896	0.106206861	0.132310221
EG10471	0.502677148	0.273150377	0.178481573	0.611330407	0.368487334	0.297007404	0.332093377	0.242737081	0.206838119	0.34784813	0.476971022	0.9746418	0.572193713	0.698754812	0.498948004	0.920387193	0.494508851	0.438764641	0.753135255	0.675622989
EG10472	0.605349517	0.390829198	0.19190684	0.713078992	0.34729993	0.321092387	0.266354644	0.267224805	0.143660132	0.315682529	0.199797383	0.27799969	0.173464935	0.115775397	0.081179185	0.420166302	0.177582382	0.1410955	0.128253053	0.158734257
EG10473	0.417115905	0.158908223	0.115600583	0.58956011	0.396041838	0.328277421	0.269772118	0.278283903	0.217407144	0.269805535	0.099142163	0.095860488	0.073160099	0.086812619	0.085605685	0.176935021	0.082632095	0.042404352	0.046369654	0.066324159
EG10474	0.584891946	0.817802982	0.631820224	0.672131585	0.58459437	0.752901374	0.338353155	0.85884822	0.580235305	0.818874093	0.626574254	0.547318907	0.703220797	0.575302643	0.663714364	0.592346813	0.660091087	0.53556267	0.713667762	0.448823276
EG10475	0.359982615	0.350722787	0.411842584	0.35386884	0.282335518	0.404658748	0.300075221	0.488218019	0.278981801	0.472224459	0.267364134	0.346089977	0.302694288	0.288736662	0.292305344	0.344411452	0.383643996	0.271538051	0.272566555	0.335920136
EG10476	0.270954376	0.332090087	0.301266603	0.372900867	0.21596787	0.318285488	0.277621515	0.371926421	0.19653124	0.377898488	0.333834862	0.332621004	0.306349975	0.286229259	0.347395163	0.286052894	0.312254465	0.329565086	0.347541029	0.320469843
EG10477	0.324269253	0.356237032	0.351019234	0.465897232	0.243506801	0.337950509	0.20327316	0.505028499	0.279097631	0.455729834	0.683251959	0.601303647	0.70757648	0.641057962	0.662539721	0.624301174	0.57512101	0.596924698	0.763583012	0.62715348
EG10478	0.268676966	0.293891388	0.238717565	0.268483228	0.304225231	0.324232172	0.290034724	0.313941469	0.273455255	0.344506995	0.656975938	0.556726653	0.651766474	0.604257292	0.679428628	0.64820683	0.666983468	0.592241982	0.650329156	0.51091705
EG10479	0.370623434	0.417679791	0.338796942	0.417814168	0.262499114	0.381899452	0.330962777	0.53468463	0.289678855	0.41993754	0.090032835	0.022813749	0.080809168	0.029154218	0.407277303	0.033447183	0.096783521	0.13511337	0.355027063	0.071124144
EG10480	0.30227432	0.321728904	0.240355552	0.270350193	0.340810591	0.34382814	0.197488914	0.294462164	0.213291388	0.268562276	0.05067003	0.221789439	0.062875367	0.175375191	0.081308164	0.005119366	0.046564315	0.215715118	0.075367658	0.383606621
EG10481	0.294901022	0.276228874	0.283001034	0.358892074	0.315212434	0.300500772	0.212034507	0.269096427	0.134822179	0.356041438	0.298582735	0.223144	0.304726018	0.309638148	0.3821691	0.232000964	0.253367747	0.270824064	0.374157441	0.260011097
EG10482	0.593235676	0.903610578	0.483727798	0.736472673	0.540287603	0.862329153	0.386922937	0.93610684	0.23419058	0.834693779	0.889989762	0.374065715	0.896648775	0.63338024	0.719421268	0.963097108	0.958727838	0.293305126	0.782364228	0.163127731
EG10483	0.573589169	0.785149968	0.384253074	0.781986918	0.503321824	0.788717114	0.365239339	0.880258485	0.432600364	0.706989889	0.79702334	0.583377566	0.812962803	0.67441094	0.59921029	0.84042416	0.779519467	0.666002638	0.753556007	0.527996865
EG10484	0.69580892	0.827023676	0.37935084	0.833909876	0.619341108	0.832381738	0.491328909	0.899192294	0.348323986	0.728292812	0.860401422	0.751833303	0.885766056	0.804952649	0.549398092	0.915554106	0.925923747	0.590185681	0.694833606	0.498443207
EG10485	0.620993965	0.79889022	0.458509906	0.799173162	0.596090667	0.85189634	0.533281737	0.90422042	0.486835281	0.767674105	0.637534536	0.653149666	0.718525055	0.621785273	0.508900425	0.644473182	0.593355969	0.474792897	0.714477879	0.602877865
EG10486	0.62041174	0.77710139	0.335566241	0.824122255	0.496297231	0.832335334	0.509770806	0.879812071	0.442231257	0.771239224	0.656092859	0.589912009	0.673489187	0.696013071	0.689273874	0.675630192	0.661300047	0.666259454	0.941555327	0.522263997
EG10487	0.631295315	0.831570113	0.49895664	0.827754744	0.538283444	0.852673283	0.520823573	0.898959358	0.379508176	0.759551933	0.178880721	0.499813977	0.246908565	0.469008075	0.195595782	0.195283138	0.282710752	0.492808495	0.288550823	0.578568491
EG10489	0.26134476	0.061869945	0.993161508	0.129234286	0.371924208	0.09918526	0.334907609	0.148441451	0.097616346	0.209968651	0.275339808	0.00819446	0.158413239	0.120007481	0.703896864	0.105939701	0.126814044	0.01463222	0.069675695	0.015222198
EG10490	0.78925947	0.963061134	0.117542189	0.162208371	0.920578781	0.69734705	0.74503466	0.928648847	0.038116663	0.101495313	0.580261013	0.998517239	0.988022954	0.343000616	0.978779836	0.965227259	0.068022886	0.796190614	0.510081599	0.045988215
EG10491	0.985411939	0.986284592	0.881988651	0.880563718	0.732055454	0.73367837	0.719161197	0.077705692	0.39637344	0.854112752	0.992302548	0.91268043	0.398942623	0.323832157	0.936315253	0.545911571	0.760781461	0.156478073	0.429463741	0.971841492
EG10493	0.446647602	0.713016266	0.482370945	0.630372352	0.476652589	0.409687103	0.457704114	0.224086959	0.215770681	0.473740848	0.978912688	0.993746185	0.189951912	0.277691152	0.231636877	0.616604661	0.173365813	0.501260209	0.276750502	0.107376977
EG10494	0.984802684	0.736358389	0.360409831	0.795009219	0.907006532	0.684893676	0.751962166	0.976811197	0.312267399	0.378773363	0.956831354	0.973961848	0.824520653	0.792779465	0.107017401	0.726362922	0.836768307	0.780334531	0.109325961	0.40638892
EG10496	0.448241891	0.752488626	0.566388604	0.56391137	0.473732439	0.440178899	0.406531994	0.249485339	0.204512723	0.554903769	0.509511406	0.512219974	0.425794202	0.373648747	0.37227667	0.525616395	0.367694055	0.322490655	0.309953808	0.282194628
EG10497	0.540389555	0.756666878	0.453970519	0.611259177	0.55253631	0.55873554	0.504804428	0.319942314	0.363008835	0.56951622	0.510005924	0.392237676	0.146968237	0.240746958	0.151984048	0.343240601	0.176334929	0.347907507	0.259967057	0.133063965
EG10498	0.402603242	0.759356496	0.562847636	0.553852141	0.491101135	0.479517967	0.40295624	0.373200749	0.257345935	0.609153429	0.501587891	0.432520721	0.505011098	0.502080367	0.49188503	0.585510464	0.557387061	0.620839618	0.554800627	0.575101248
EG10499	0.560235738	0.088135468	0.422500816	0.38360863	0.601964189	0.531782853	0.620906243	0.972495912	0.860724663	0.245193775	0.985432978	0.993630478	0.235437125	0.367934548	0.177289539	0.556425995	0.101560906	0.539230494	0.2208134	0.046997759
EG10500	0.622496402	0.06908698	0.403492333	0.37876099	0.676467997	0.674576688	0.708479737	0.980781927	0.892087808	0.421369407	0.01757771	0.007748319	0.818027278	0.638198925	0.838821535	0.479028276	0.862913914	0.547952738	0.72273465	0.929768321
EG10501	0.51154956	0.768151241	0.510148382	0.594708163	0.564955166	0.575855428	0.495024402	0.424234819	0.2143977	0.507100776	0.515640655	0.447760906	0.478954395	0.582011603	0.63969939	0.552968278	0.521546076	0.529404398	0.71335042	0.597264854
EG10502	0.986982314	0.708747201	0.419689261	0.74825734	0.873660874	0.656166256	0.729486859	0.979691681	0.252205766	0.297407529	0.888218675	0.904641481	0.65407377	0.446375611	0.006868457	0.429292902	0.521447009	0.332469825	0.002986888	0.043163851
EG10505	0.956289146	0.907376674	0.879271117	0.936767234	0.955089915	0.9144151	0.935088817	0.944865084	0.729410683	0.882441988	0.867368844	0.86859375	0.912328926	0.87942076	0.642663192	0.891735328	0.917462313	0.86168089	0.809385519	0.862372802
EG10509	0.99730737	0.831949516	0.709289729	0.949935295	0.972250287	0.846006613	0.898737267	0.994017476	0.363972338	0.759805074	0.976257449	0.982643369	0.927530602	0.839543584	0.186318386	0.854146359	0.91867236	0.850313753	0.157050325	0.700260586
EG10510	0.993639191	0.72708815	0.501724921	0.882711794	0.925656831	0.708350009	0.810323596	0.987424398	0.170184877	0.505401192	0.95095061	0.966288211	0.841936836	0.753575374	0.04277412	0.763778788	0.827626462	0.72677576	0.097630074	0.354325281
EG10511	0.996417649	0.854919183	0.689033952	0.938588541	0.970964155	0.849626939	0.898423878	0.994437331	0.421862837	0.693858166	0.97397969	0.986596659	0.920453419	0.890120045	0.142777994	0.865746122	0.908044581	0.840494399	0.292988663	0.705032518
EG10512	0.775583132	0.111151094	0.563743487	0.496906418	0.768182075	0.776812556	0.789654978	0.991075614	0.943586807	0.461914099	0.011090261	0.010427792	0.774648824	0.563226066	0.80140213	0.238621406	0.830851249	0.442178075	0.646590001	0.910320532
EG10523	0.559508106	0.428379329	0.149616222	0.651781572	0.789538253	0.361670279	0.400934902	0.945364939	0.037589578	0.116532666	0.965414284	0.503604918	0.928757738	0.941752942	0.262735211	0.88489164	0.618675159	0.960784369	0.944247244	0.202015297
EG10524	0.453715142	0.498702658	0.425681278	0.166187362	0.228965665	0.183132347	0.336645672	0.256379304	0.145201283	0.231696311	0.937433111	0.876623415	0.580484195	0.548948732	0.053358136	0.537539773	0.65825233	0.497230562	0.097275495	0.133432723
EG10525	0.285624703	0.136026544	0.107913653	0.898298012	0.988808852	0.858997003	0.44657587	0.999419019	0.674804892	0.408817303	0.041868119	0.375751076	0.792181725	0.729080501	0.97133675	0.527959554	0.485927325	0.55412674	0.241543757	0.729751409
EG10526	0.670706893	0.551174928	0.377186354	0.332905318	0.372694589	0.289130037	0.389775504	0.381314513	0.148652944	0.205549168	0.918190438	0.733136577	0.469084827	0.374191345	0.042105357	0.438324086	0.571719034	0.409415371	0.090582285	0.114664698
EG10527	0.587600537	0.559848886	0.483649278	0.405544897	0.336073868	0.210542093	0.533262996	0.278343295	0.058879666	0.201528411	0.92331008	0.649751242	0.274082213	0.402336283	0.059240157	0.451905085	0.399843062	0.461501082	0.117218724	0.222409634
EG10528	0.84528485	0.594878622	0.499767385	0.674076386	0.807363341	0.602384057	0.66680474	0.893831303	0.346290782	0.430986274	0.433265253	0.568416191	0.535753105	0.507939367	0.187486377	0.423201553	0.565315073	0.473417512	0.115897066	0.315750937
EG10531	0.153927991	0.434634966	0.446277925	0.31703967	0.669884803	0.723589158	0.927866521	0.250889909	0.193534306	0.22605093	0.695812931	0.04400623	0.895410136	0.924694909	0.981256281	0.503175709	0.832350493	0.038241028	0.077953939	0.122904244
EG10536	0.230990285	0.901636839	0.516414908	0.516693259	0.258557324	0.359537102	0.238929322	0.016727748	0.080719269	0.537176014	0.999677616	0.999958772	0.174182901	0.463885035	0.135634592	0.783333197	0.135990902	0.584641139	0.235304627	0.067339702
EG10537	0.341703435	0.93672308	0.694303135	0.672442737	0.41711078	0.558332274	0.352692	0.021422522	0.100963397	0.675626066	0.972413294	0.98942708	0.130805206	0.282773925	0.142494743	0.386588536	0.087447913	0.29129177	0.115501697	0.072279265
EG10538	0.414845943	0.994663732	0.819712435	0.776550085	0.465697156	0.552934717	0.332741261	0.018429198	0.098849585	0.816122707	0.980400885	0.994243496	0.173517914	0.404859429	0.13642813	0.571810029	0.16979639	0.455218914	0.203003056	0.092782941
EG10539	0.262270716	0.911261722	0.536892785	0.596125053	0.205672847	0.300767195	0.247219271	0.006708716	0.069982026	0.453057611	0.017381999	0.006301232	0.842381075	0.611664198	0.824935198	0.490832928	0.874850231	0.555427223	0.688514187	0.939525031
EG10541	0.260722865	0.875275263	0.508358943	0.541237248	0.284441808	0.291170192	0.218673233	0.005567362	0.088637397	0.5648413	0.985187206	0.994285441	0.135516475	0.428934868	0.20664747	0.685794658	0.176374203	0.573264943	0.309869793	0.080526724
EG10542	0.322058692	0.359756801	0.579494257	0.570389972	0.448162158	0.505281566	0.254046193	0.387700953	0.531991999	0.60514135	0.002662126	5.94E-05	0.030818236	0.000915948	0.002686759	0.00109293	0.023265926	0.000356878	0.009395595	0.001182833
EG10543	0.299427176	0.21633338	0.373580042	0.199438967	0.164423583	0.106170715	0.191561773	0.156145555	0.1371887	0.144469344	0.142947726	0.055981513	0.035041059	0.040115818	0.101602454	0.112253797	0.112123101	0.10476341	0.073139127	0.091573351
EG10545	0.846069353	0.812479443	0.598015678	0.927464379	0.949058743	0.82195403	0.779637135	0.98807978	0.36740267	0.677452874	0.988956366	0.175725033	0.967919482	0.981061252	0.054592765	0.94798435	0.615610564	0.987286456	0.976608685	0.022552605
EG10547	0.427781798	0.049480927	0.28436594	0.199589957	0.416415092	0.382512471	0.442378681	0.963089764	0.748999988	0.205803658	0.016780801	0.001005697	0.637231631	0.42693254	0.681627524	0.18390015	0.70334139	0.319384169	0.521403926	0.825275568
EG10549	0.069975736	0.265421609	0.509154254	0.044679691	0.563044729	0.194255328	0.010819885	0.600916155	0.000771037	0.34387032	0.950879993	0.425118694	0.755861226	0.116143433	0.942348293	0.67578101	0.679072802	0.357171934	0.258256685	0.662228193
EG10551	0.147912969	0.368517017	0.565542044	0.244331817	0.499413211	0.255352906	0.118759157	0.634085794	0.103814779	0.417983356	0.88602949	0.236453212	0.445738575	0.068017079	0.854551301	0.37125152	0.459610931	0.154428243	0.10689731	0.453968204
EG10554	0.759338721	0.393479214	0.288752416	0.550088696	0.782483427	0.49819236	0.539303138	0.775325418	0.36165875	0.335888523	0.707887491	0.743599369	0.768288951	0.615101714	0.318187099	0.55852656	0.770662186	0.691774892	0.250565424	0.656952711
EG10555	0.893732341	0.615911339	0.59283509	0.69177527	0.833976759	0.788259244	0.745812099	0.904227031	0.536848278	0.535065934	0.674075246	0.500365994	0.295173786	0.407922783	0.452744818	0.501102395	0.347424379	0.421955346	0.50924958	0.324425903
EG10556	0.746617516	0.435009937	0.409440537	0.51889545	0.666729774	0.479390488	0.586300035	0.788603231	0.357051516	0.326175954	0.695484217	0.759418653	0.82912703	0.742953724	0.396928106	0.602317027	0.687756304	0.721648458	0.373133292	0.557595756
EG10557	0.045935084	0.756610537	0.988738335	0.635165673	0.320804205	0.885069002	0.72190383	0.118063734	0.9991817	0.99360725	0.067017288	0.02705059	0.232596041	0.296598334	0.935945515	0.302086397	0.189223857	0.352188289	0.922596535	0.664917212
EG10558	0.892592315	0.702925379	0.434038358	0.762071271	0.852729764	0.729903383	0.773395734	0.91920348	0.53781372	0.491642677	0.654870684	0.736121312	0.780082443	0.73292145	0.235546208	0.658962597	0.769017281	0.694545834	0.216681135	0.384272475
EG10559	0.864445095	0.657798296	0.515240561	0.645754227	0.808069149	0.631320822	0.720934888	0.836812658	0.445846514	0.510295948	0.744493328	0.720325099	0.730586549	0.6101764	0.226108568	0.554530523	0.714854475	0.560956499	0.157384984	0.49981686
EG10560	0.829741375	0.579102667	0.441971892	0.614328069	0.76602458	0.724243699	0.685837349	0.883134478	0.403658964	0.436447165	0.733819664	0.712932575	0.785598697	0.687339914	0.259769542	0.657272217	0.746501019	0.643415918	0.270467906	0.533588779
EG10561	0.856907073	0.620190856	0.55190489	0.627581004	0.76813367	0.634575761	0.719920384	0.884493422	0.449352459	0.426748604	0.62993089	0.662826172	0.807897126	0.563958022	0.275640051	0.636596076	0.745279195	0.695225196	0.363010881	0.487183009
EG10562	0.463103649	0.236983685	0.3243706	0.239480564	0.465876632	0.38806363	0.381026166	0.600017265	0.270665052	0.25045142	0.257694156	0.314562444	0.577517423	0.304823374	0.310324931	0.339730797	0.537278841	0.412749219	0.324828801	0.467026017
EG10564	0.951244481	0.409313918	0.189398052	0.446430279	0.622910806	0.253519444	0.366533886	0.895464235	0.073494026	0.185190855	0.919975126	0.971155091	0.67574477	0.593631115	0.037424098	0.479211625	0.654909525	0.536353331	0.038651207	0.275140149
EG10567	0.188794338	0.242151983	0.2670914	0.196623065	0.163835741	0.163199557	0.29039619	0.230145534	0.209177111	0.209083894	0.054201139	0.111576031	0.085088024	0.14135545	0.527651505	0.120937482	0.088006865	0.203425256	0.489791035	0.175487628
EG10568	0.209726992	0.379258702	0.144000178	0.224567785	0.211308498	0.287090884	0.227163923	0.227953502	0.302634906	0.156360524	0.194870567	0.22480094	0.277659244	0.245724519	0.083063484	0.257091103	0.179755097	0.273960159	0.081754518	0.2045042
EG10569	0.105508497	0.10893441	0.100355156	0.125437066	0.102848645	0.187094937	0.069210705	0.131665889	0.101673842	0.141417605	0.221065236	0.225797741	0.247502163	0.112030363	0.095574328	0.216417892	0.192259867	0.302262366	0.076448927	0.338281742
EG10571	0.943915969	0.916940391	0.876566017	0.935077385	0.951402561	0.908650831	0.927759841	0.948582589	0.681154706	0.866344614	0.813634766	0.797346756	0.889171715	0.815059245	0.592854267	0.852692832	0.862473108	0.836619004	0.683700282	0.813609625
EG10576	0.353282285	0.298345613	0.382569467	0.315407778	0.227598405	0.190635463	0.228522739	0.167890941	0.081395428	0.208188664	0.329778452	0.252047896	0.240371594	0.321697075	0.544984132	0.219299032	0.245259451	0.180304047	0.248100945	0.182949377
EG10577	0.994083352	0.855999995	0.591454994	0.882969075	0.955535643	0.802152867	0.838871809	0.989387209	0.434414429	0.605875323	0.927650324	0.950189166	0.735731408	0.685335736	0.033045647	0.612835562	0.711644852	0.518947507	0.130107611	0.300570137
EG10581	0.115525319	0.994397891	0.032827781	0.505661313	0.373989958	0.08507443	0.020698595	0.113596684	0.536252837	0.88925847	0.620014497	0.366006646	0.95372131	0.036961763	0.268711449	0.149039193	0.32653922	0.879116735	0.020792641	0.563084664
EG10587	0.204447291	0.996708093	0.140385259	0.721214935	0.643282709	0.27491218	0.081032143	0.190946553	0.675324664	0.926068058	0.709034325	0.595483516	0.974266728	0.133121025	0.369161074	0.176618676	0.377974108	0.944070976	0.097800599	0.654420872
EG10588	0.874875223	0.001593184	0.891537488	0.405882344	0.431197638	0.671355195	0.919569502	0.74239645	0.327051024	0.033298089	0.197385134	0.332415066	0.022514648	0.880357266	0.505513695	0.828633048	0.530813021	0.057169183	0.89721111	0.230819287
EG10591	0.062631511	0.985721778	0.022157655	0.442454576	0.378571591	0.142891161	0.059799662	0.085697453	0.344794572	0.791822316	0.496463955	0.414166453	0.948142938	0.040269297	0.213845702	0.083419093	0.1801489	0.875409804	0.020569995	0.505573332
EG10592	0.110430176	0.158644466	0.171155243	0.201601373	0.107991851	0.140926912	0.118072077	0.112342204	0.12315552	0.194568128	0.107875884	0.10871824	0.176269477	0.15671056	0.045011736	0.111745934	0.137648327	0.231131452	0.109142879	0.172737846
EG10593	0.331965227	0.205657718	0.192247223	0.364759529	0.319606527	0.35945437	0.366261925	0.167723314	0.153169752	0.19633293	0.293635828	0.292462901	0.417218303	0.217930577	0.086924303	0.223482743	0.22024267	0.30110098	0.082026302	0.302292794
