	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
EG10440	0.358574732	0.446699158	0.304460813	0.436531526	0.519490253	0.472214244	0.326572134	0.415572512	0.179342951	0.353109822	0.9300891	0.320161933	0.981673581	0.121870171	0.841912007	0.99423165	0.472401393	0.796479961	0.892591584	0.925188729
EG10441	0.906883825	0.798955814	0.722878456	0.838880294	0.879132603	0.785998123	0.857555837	0.890711144	0.451338221	0.668860979	0.02180174	0.338864694	0.005002812	0.408286241	0.028306024	0.000258	0.317627216	0.037032936	0.073932439	0.006422198
EG10452	0.713387919	0.905671884	0.534826908	0.797648991	0.662448738	0.803354274	0.500079301	0.927186941	0.21916905	0.800667925	0.792119145	0.798435156	0.926664122	0.669655412	0.911141038	0.968893178	0.445209422	0.52407461	0.908015621	0.900055902
EG10455	0.823838582	0.843463341	0.570867414	0.866046105	0.945030945	0.808711168	0.797345562	0.988184233	0.448469627	0.616223733	0.74466148	0.057212116	0.037355846	0.912212678	0.496381141	0.79839448	0.443161604	0.944963043	0.740713992	0.84730791
EG10456	0.766021813	0.592836365	0.731591588	0.536508724	0.780259573	0.592616991	0.669765036	0.648174152	0.26847096	0.538554008	0.872472541	0.183291759	0.972808054	0.089951702	0.781004914	0.989683542	0.185144432	0.64121037	0.841862647	0.906175695
EG10457	0.818570756	0.836801206	0.775973908	0.906971388	0.942177493	0.800213813	0.831133379	0.975660606	0.497972988	0.722084209	0.754360101	0.795800257	0.585370137	0.719595037	0.828396352	0.774609436	0.867123663	0.612717327	0.426363316	0.415072307
EG10461	0.340958275	0.437372758	0.555525071	0.559844115	0.350817323	0.542075582	0.25311905	0.316494807	0.458727696	0.568463996	0.5800128	0.374695026	0.650315419	0.293279054	0.628967818	0.613691768	0.095192514	0.140541714	0.569767097	0.50270924
EG10463	0.693397893	0.558340765	0.343650444	0.671289393	0.544540375	0.616955704	0.47861426	0.705984249	0.486958524	0.63030545	0.732617724	0.343684256	0.474380888	0.581732297	0.202549252	0.671447231	0.628337523	0.307960924	0.532049415	0.731064218
EG10466	0.982188133	0.913177772	0.75111956	0.920064208	0.966003222	0.852219731	0.916709943	0.981518097	0.633036406	0.714882609	0.8131814	0.545154735	0.873234342	0.490735615	0.78873453	0.907763697	0.51909498	0.745478649	0.804598915	0.798352804
EG10467	0.734714237	0.512786834	0.304354394	0.570819309	0.659669135	0.532178745	0.559707387	0.719922645	0.161717303	0.303985843	0.524075986	0.172353926	0.528801406	0.128103432	0.507396615	0.552161237	0.129203512	0.4616722	0.409643991	0.570859003
EG10468	0.363737113	0.367963646	0.111701081	0.598224871	0.199188245	0.259056941	0.217432008	0.240617676	0.127970674	0.287435956	0.168888445	0.356675292	0.129644502	0.140776427	0.285240473	0.108958585	0.22451499	0.204724666	0.255450265	0.252850493
EG10469	0.440345995	0.294003008	0.108788731	0.593214391	0.440136104	0.384761527	0.340856888	0.25143077	0.20786767	0.242932505	0.091389521	0.460782526	0.252397087	0.149379603	0.378383738	0.2545126	0.288471732	0.330292546	0.180719148	0.157686228
EG10470	0.222813452	0.152752515	0.071191052	0.336848914	0.179374267	0.104086766	0.196402084	0.091641941	0.097268471	0.065330849	0.131170674	0.305626855	0.111217912	0.128074776	0.250604433	0.226712205	0.250545465	0.297039573	0.247118467	0.219014017
EG10471	0.502677148	0.273150377	0.178481573	0.611330407	0.368487334	0.297007404	0.332093377	0.242737081	0.206838119	0.34784813	0.368164682	0.790104683	0.487341654	0.351129432	0.447609865	0.314757939	0.203715212	0.729175298	0.670174373	0.550151236
EG10472	0.605349517	0.390829198	0.19190684	0.713078992	0.34729993	0.321092387	0.266354644	0.267224805	0.143660132	0.315682529	0.113775824	0.336908882	0.066962578	0.206847552	0.26410869	0.180654786	0.2742754	0.255928803	0.244603615	0.277985176
EG10473	0.417115905	0.158908223	0.115600583	0.58956011	0.396041838	0.328277421	0.269772118	0.278283903	0.217407144	0.269805535	0.189022388	0.34768004	0.213308652	0.239546893	0.323591964	0.193643611	0.281950658	0.323882241	0.364220152	0.27415631
EG10474	0.584891946	0.817802982	0.631820224	0.672131585	0.58459437	0.752901374	0.338353155	0.85884822	0.580235305	0.818874093	0.713945725	0.6659934	0.731507345	0.717173223	0.714332472	0.774948223	0.396686206	0.507272785	0.814288738	0.743199433
EG10475	0.359982615	0.350722787	0.411842584	0.35386884	0.282335518	0.404658748	0.300075221	0.488218019	0.278981801	0.472224459	0.28371825	0.200505476	0.277710364	0.286816368	0.227409522	0.235263492	0.181687603	0.158799783	0.297425235	0.366140813
EG10476	0.270954376	0.332090087	0.301266603	0.372900867	0.21596787	0.318285488	0.277621515	0.371926421	0.19653124	0.377898488	0.226273456	0.336701443	0.245084183	0.353337569	0.312694018	0.336721343	0.261067423	0.285985155	0.3239401	0.273817749
EG10477	0.324269253	0.356237032	0.351019234	0.465897232	0.243506801	0.337950509	0.20327316	0.505028499	0.279097631	0.455729834	0.698559433	0.700891744	0.766166148	0.630272391	0.685781328	0.789643758	0.34428398	0.621401964	0.772764188	0.778724927
EG10478	0.268676966	0.293891388	0.238717565	0.268483228	0.304225231	0.324232172	0.290034724	0.313941469	0.273455255	0.344506995	0.715047645	0.679665298	0.724093206	0.65430581	0.691165507	0.687396422	0.497674703	0.587711675	0.788687727	0.747530795
EG10479	0.370623434	0.417679791	0.338796942	0.417814168	0.262499114	0.381899452	0.330962777	0.53468463	0.289678855	0.41993754	0.258755711	0.280341574	0.226343467	0.392596109	0.232228389	0.236789996	0.197289076	0.153430301	0.250148668	0.274560594
EG10480	0.30227432	0.321728904	0.240355552	0.270350193	0.340810591	0.34382814	0.197488914	0.294462164	0.213291388	0.268562276	0.361372069	0.25577182	0.254389684	0.358852794	0.242808805	0.272755538	0.249596873	0.34281639	0.311221373	0.327827344
EG10481	0.294901022	0.276228874	0.283001034	0.358892074	0.315212434	0.300500772	0.212034507	0.269096427	0.134822179	0.356041438	0.286425892	0.288725673	0.294444779	0.214355728	0.283486338	0.287795408	0.193456216	0.409858713	0.277973685	0.354770298
EG10482	0.593235676	0.903610578	0.483727798	0.736472673	0.540287603	0.862329153	0.386922937	0.93610684	0.23419058	0.834693779	0.698126601	0.663364898	0.851904512	0.5393179	0.83371111	0.904989117	0.240062509	0.287717283	0.793740878	0.854192011
EG10483	0.573589169	0.785149968	0.384253074	0.781986918	0.503321824	0.788717114	0.365239339	0.880258485	0.432600364	0.706989889	0.60189759	0.663795418	0.583105087	0.637382555	0.725019614	0.681652057	0.438258019	0.472979344	0.725098651	0.705910954
EG10484	0.69580892	0.827023676	0.37935084	0.833909876	0.619341108	0.832381738	0.491328909	0.899192294	0.348323986	0.728292812	0.693637558	0.717446003	0.714738659	0.635832523	0.828776845	0.793659598	0.500930015	0.528991915	0.875297011	0.889084537
EG10485	0.620993965	0.79889022	0.458509906	0.799173162	0.596090667	0.85189634	0.533281737	0.90422042	0.486835281	0.767674105	0.522732349	0.699106537	0.456419177	0.673976777	0.634656929	0.555789292	0.59922769	0.426789588	0.621997718	0.714403605
EG10486	0.62041174	0.77710139	0.335566241	0.824122255	0.496297231	0.832335334	0.509770806	0.879812071	0.442231257	0.771239224	0.501439412	0.669049658	0.379166388	0.815664744	0.530121657	0.398002308	0.438821029	0.40228194	0.569510534	0.578176445
EG10487	0.631295315	0.831570113	0.49895664	0.827754744	0.538283444	0.852673283	0.520823573	0.898959358	0.379508176	0.759551933	0.710568562	0.692890463	0.51172773	0.716335115	0.653118606	0.52684735	0.520766711	0.532942096	0.692011657	0.730250732
EG10489	0.26134476	0.061869945	0.993161508	0.129234286	0.371924208	0.09918526	0.334907609	0.148441451	0.097616346	0.209968651	0.134701678	0.087783499	0.757041649	0.012572494	0.24318035	0.549230966	0.345614245	0.347216397	0.162503882	0.09793321
EG10490	0.78925947	0.963061134	0.117542189	0.162208371	0.920578781	0.69734705	0.74503466	0.928648847	0.038116663	0.101495313	0.064668321	0.419699765	0.273815131	0.671286833	0.182203965	0.026358082	0.958983838	0.912104388	0.259590568	0.164175245
EG10491	0.985411939	0.986284592	0.881988651	0.880563718	0.732055454	0.73367837	0.719161197	0.077705692	0.39637344	0.854112752	0.637027122	0.259037962	0.862018623	0.739664673	0.482658469	0.471385266	0.810073893	0.734168906	0.509995251	0.707374573
EG10493	0.446647602	0.713016266	0.482370945	0.630372352	0.476652589	0.409687103	0.457704114	0.224086959	0.215770681	0.473740848	0.882723742	0.190746159	0.500049243	0.383166153	0.346227356	0.003481508	0.912915345	0.002819475	0.491283437	0.321822661
EG10494	0.984802684	0.736358389	0.360409831	0.795009219	0.907006532	0.684893676	0.751962166	0.976811197	0.312267399	0.378773363	0.869275121	0.254308349	0.95138806	0.240401715	0.776945121	0.989955964	0.332532163	0.755895367	0.821521235	0.875888183
EG10496	0.448241891	0.752488626	0.566388604	0.56391137	0.473732439	0.440178899	0.406531994	0.249485339	0.204512723	0.554903769	0.530917378	0.338104545	0.251567697	0.455518972	0.347076793	0.248010333	0.488277713	0.244205787	0.397783232	0.305404522
EG10497	0.540389555	0.756666878	0.453970519	0.611259177	0.55253631	0.55873554	0.504804428	0.319942314	0.363008835	0.56951622	0.439155373	0.241693145	0.308251011	0.412155702	0.356035791	0.212468275	0.624074892	0.12231589	0.370668462	0.441929155
EG10498	0.402603242	0.759356496	0.562847636	0.553852141	0.491101135	0.479517967	0.40295624	0.373200749	0.257345935	0.609153429	0.627997032	0.559913113	0.548940172	0.617898467	0.600466628	0.578562457	0.731236743	0.539685597	0.584496153	0.552036745
EG10499	0.560235738	0.088135468	0.422500816	0.38360863	0.601964189	0.531782853	0.620906243	0.972495912	0.860724663	0.245193775	0.992991036	0.993456118	0.993127817	0.991598362	0.99382919	0.993761128	0.995036352	0.995668545	0.991524238	0.99564422
EG10500	0.622496402	0.06908698	0.403492333	0.37876099	0.676467997	0.674576688	0.708479737	0.980781927	0.892087808	0.421369407	0.070266695	0.868051189	0.577153528	0.719390091	0.682083896	0.996054993	0.084924895	0.996854674	0.503827181	0.664912563
EG10501	0.51154956	0.768151241	0.510148382	0.594708163	0.564955166	0.575855428	0.495024402	0.424234819	0.2143977	0.507100776	0.368536967	0.565112606	0.395290926	0.561208309	0.558827589	0.444018104	0.57516711	0.426727467	0.508465753	0.446598257
EG10502	0.986982314	0.708747201	0.419689261	0.74825734	0.873660874	0.656166256	0.729486859	0.979691681	0.252205766	0.297407529	0.895578494	0.383888347	0.971496165	0.351876257	0.783047604	0.993873407	0.382614137	0.77545348	0.828815903	0.880361471
EG10505	0.956289146	0.907376674	0.879271117	0.936767234	0.955089915	0.9144151	0.935088817	0.944865084	0.729410683	0.882441988	0.728446527	0.828022883	0.76954054	0.650354453	0.735238539	0.835814562	0.749449608	0.792596241	0.830652907	0.770044385
EG10509	0.99730737	0.831949516	0.709289729	0.949935295	0.972250287	0.846006613	0.898737267	0.994017476	0.363972338	0.759805074	0.959498475	0.412609751	0.986588571	0.39647774	0.881881744	0.996834733	0.584867937	0.860766345	0.948477349	0.949092618
EG10510	0.993639191	0.72708815	0.501724921	0.882711794	0.925656831	0.708350009	0.810323596	0.987424398	0.170184877	0.505401192	0.901101984	0.247377294	0.967754786	0.147796437	0.736741853	0.989595069	0.328129383	0.71563765	0.844338454	0.896348236
EG10511	0.996417649	0.854919183	0.689033952	0.938588541	0.970964155	0.849626939	0.898423878	0.994437331	0.421862837	0.693858166	0.945623204	0.577015936	0.98922648	0.357623108	0.908805071	0.99631203	0.540121838	0.854307672	0.938678054	0.961000044
EG10512	0.775583132	0.111151094	0.563743487	0.496906418	0.768182075	0.776812556	0.789654978	0.991075614	0.943586807	0.461914099	0.008490813	0.728703806	0.224475888	0.34161774	0.541892543	0.994901522	0.003721381	0.994848516	0.25408797	0.468863163
EG10523	0.559508106	0.428379329	0.149616222	0.651781572	0.789538253	0.361670279	0.400934902	0.945364939	0.037589578	0.116532666	0.839532693	0.072119436	0.089587348	0.955786957	0.69480554	0.877508253	0.702681448	0.969030156	0.863177719	0.89133881
EG10524	0.453715142	0.498702658	0.425681278	0.166187362	0.228965665	0.183132347	0.336645672	0.256379304	0.145201283	0.231696311	0.688239283	0.251975086	0.704004641	0.201783592	0.41141404	0.881181599	0.362889282	0.684892606	0.636037659	0.818103735
EG10525	0.285624703	0.136026544	0.107913653	0.898298012	0.988808852	0.858997003	0.44657587	0.999419019	0.674804892	0.408817303	0.608872725	0.385706624	0.863294998	0.062855932	0.87835344	0.271024173	0.023012766	0.152771115	0.533656655	0.166730813
EG10526	0.670706893	0.551174928	0.377186354	0.332905318	0.372694589	0.289130037	0.389775504	0.381314513	0.148652944	0.205549168	0.716758563	0.216932714	0.765880025	0.330544909	0.599660389	0.920545499	0.406046758	0.735647899	0.674273455	0.823131943
EG10527	0.587600537	0.559848886	0.483649278	0.405544897	0.336073868	0.210542093	0.533262996	0.278343295	0.058879666	0.201528411	0.429035963	0.262470742	0.425520164	0.203385806	0.296978911	0.704749006	0.443517756	0.576520111	0.555320485	0.651118719
EG10528	0.84528485	0.594878622	0.499767385	0.674076386	0.807363341	0.602384057	0.66680474	0.893831303	0.346290782	0.430986274	0.630825774	0.401315942	0.762861642	0.177356773	0.618447616	0.727463272	0.2441248	0.69480121	0.658664416	0.693165584
EG10531	0.153927991	0.434634966	0.446277925	0.31703967	0.669884803	0.723589158	0.927866521	0.250889909	0.193534306	0.22605093	0.16947687	0.976940965	0.444206988	0.614308071	0.456734639	0.717201923	0.876204984	0.268232183	0.799884814	0.970319359
EG10536	0.230990285	0.901636839	0.516414908	0.516693259	0.258557324	0.359537102	0.238929322	0.016727748	0.080719269	0.537176014	0.99904097	0.244238627	0.863038008	0.602685907	0.580280201	0.014183436	0.99986302	0.006427067	0.822225678	0.582001557
EG10537	0.341703435	0.93672308	0.694303135	0.672442737	0.41711078	0.558332274	0.352692	0.021422522	0.100963397	0.675626066	0.902165529	0.181805921	0.600736354	0.560047648	0.263795467	0.010222044	0.944950505	0.013218653	0.507065456	0.466441105
EG10538	0.414845943	0.994663732	0.819712435	0.776550085	0.465697156	0.552934717	0.332741261	0.018429198	0.098849585	0.816122707	0.897929078	0.272918743	0.526288689	0.436413461	0.271178984	0.001073926	0.936935453	0.009822063	0.521163053	0.361408173
EG10539	0.262270716	0.911261722	0.536892785	0.596125053	0.205672847	0.300767195	0.247219271	0.006708716	0.069982026	0.453057611	0.008692718	0.00670279	0.004821732	0.00383127	0.010833655	0.008334062	0.024756709	0.006533078	0.007305499	0.00057
EG10541	0.260722865	0.875275263	0.508358943	0.541237248	0.284441808	0.291170192	0.218673233	0.005567362	0.088637397	0.5648413	0.990581485	0.331562655	0.778620827	0.663103527	0.444433985	0.023572366	0.997778947	0.005164	0.786828864	0.527133563
EG10542	0.322058692	0.359756801	0.579494257	0.570389972	0.448162158	0.505281566	0.254046193	0.387700953	0.531991999	0.60514135	0.712979655	0.477590083	0.628643186	0.24769615	0.786290171	0.720267437	0.032371713	0.194906598	0.653239902	0.577422749
EG10543	0.299427176	0.21633338	0.373580042	0.199438967	0.164423583	0.106170715	0.191561773	0.156145555	0.1371887	0.144469344	0.214640844	0.19872481	0.343496322	0.132574402	0.205915237	0.382866082	0.153419834	0.182789172	0.223267332	0.226262581
EG10545	0.846069353	0.812479443	0.598015678	0.927464379	0.949058743	0.82195403	0.779637135	0.98807978	0.36740267	0.677452874	0.769922075	0.040177145	0.01959826	0.916844135	0.499164754	0.728404095	0.606810195	0.947450053	0.78451948	0.836273
EG10547	0.427781798	0.049480927	0.28436594	0.199589957	0.416415092	0.382512471	0.442378681	0.963089764	0.748999988	0.205803658	0.034305015	0.647613759	0.292806703	0.350583516	0.439809101	0.987551998	0.022044563	0.989005006	0.256767583	0.392975602
EG10549	0.069975736	0.265421609	0.509154254	0.044679691	0.563044729	0.194255328	0.010819885	0.600916155	0.000771	0.34387032	0.983634995	0.942123687	0.484809569	0.683105985	0.815753041	0.746325963	0.444741507	0.740232868	0.889398036	0.077804244
EG10551	0.147912969	0.368517017	0.565542044	0.244331817	0.499413211	0.255352906	0.118759157	0.634085794	0.103814779	0.417983356	0.932263357	0.831187771	0.351720325	0.439671256	0.593610011	0.493230659	0.294237908	0.455097584	0.621539075	0.119478012
EG10554	0.759338721	0.393479214	0.288752416	0.550088696	0.782483427	0.49819236	0.539303138	0.775325418	0.36165875	0.335888523	0.723187877	0.461087885	0.75512583	0.405474548	0.678097958	0.741445778	0.270579974	0.747656154	0.671188355	0.696212632
EG10555	0.893732341	0.615911339	0.59283509	0.69177527	0.833976759	0.788259244	0.745812099	0.904227031	0.536848278	0.535065934	0.01123796	0.006135504	0.004859265	0.004613097	0.01108296	0.009650919	0.010399323	0.008664461	0.013026274	0.005534673
EG10556	0.746617516	0.435009937	0.409440537	0.51889545	0.666729774	0.479390488	0.586300035	0.788603231	0.357051516	0.326175954	0.68587095	0.394068934	0.772064817	0.266161957	0.559611786	0.771851087	0.288802738	0.717041798	0.64386182	0.697704846
EG10557	0.045935084	0.756610537	0.988738335	0.635165673	0.320804205	0.885069002	0.72190383	0.118063734	0.9991817	0.99360725	0.083869932	0.712648229	0.072957621	0.75746152	0.150117766	0.001001945	0.598768714	0.173565722	0.120932381	0.135739744
EG10558	0.892592315	0.702925379	0.434038358	0.762071271	0.852729764	0.729903383	0.773395734	0.91920348	0.53781372	0.491642677	0.62042837	0.510879857	0.729555406	0.296631077	0.65036031	0.784431205	0.378461304	0.733918768	0.603925711	0.683489048
EG10559	0.864445095	0.657798296	0.515240561	0.645754227	0.808069149	0.631320822	0.720934888	0.836812658	0.445846514	0.510295948	0.662760234	0.462333741	0.742228501	0.350903592	0.609859792	0.722766437	0.30027764	0.723790064	0.662587238	0.698215692
EG10560	0.829741375	0.579102667	0.441971892	0.614328069	0.76602458	0.724243699	0.685837349	0.883134478	0.403658964	0.436447165	0.730086606	0.470101731	0.730542724	0.317711207	0.69872688	0.809351354	0.386731298	0.720539459	0.6334838	0.63455465
EG10561	0.856907073	0.620190856	0.55190489	0.627581004	0.76813367	0.634575761	0.719920384	0.884493422	0.449352459	0.426748604	0.67540369	0.478686427	0.703487624	0.30020384	0.674919032	0.751767686	0.277837096	0.712154989	0.639401494	0.742561547
EG10562	0.463103649	0.236983685	0.3243706	0.239480564	0.465876632	0.38806363	0.381026166	0.600017265	0.270665052	0.25045142	0.228827091	0.26325666	0.349846488	0.122717115	0.243164128	0.242681991	0.151468361	0.454296701	0.22807744	0.251784602
EG10564	0.951244481	0.409313918	0.189398052	0.446430279	0.622910806	0.253519444	0.366533886	0.895464235	0.073494026	0.185190855	0.729235358	0.094366322	0.861238906	0.094132316	0.428895204	0.952387028	0.150495276	0.477152867	0.609028716	0.682585626
EG10567	0.188794338	0.242151983	0.2670914	0.196623065	0.163835741	0.163199557	0.29039619	0.230145534	0.209177111	0.209083894	0.035379538	0.355428501	0.023309223	0.39198889	0.044812352	0.024166552	0.326192818	0.147086982	0.043101318	0.072209437
EG10568	0.209726992	0.379258702	0.144000178	0.224567785	0.211308498	0.287090884	0.227163923	0.227953502	0.302634906	0.156360524	0.141354852	0.104755477	0.220928549	0.14844707	0.164037313	0.169866902	0.161554256	0.179401773	0.131479972	0.107678627
EG10569	0.105508497	0.10893441	0.100355156	0.125437066	0.102848645	0.187094937	0.069210705	0.131665889	0.101673842	0.141417605	0.178358094	0.080204743	0.20530976	0.187257944	0.144170702	0.20671882	0.163074462	0.205623059	0.21490326	0.120442128
EG10571	0.943915969	0.916940391	0.876566017	0.935077385	0.951402561	0.908650831	0.927759841	0.948582589	0.681154706	0.866344614	0.77433668	0.853308048	0.816024353	0.676280693	0.742377557	0.832447295	0.789981774	0.790687881	0.825440191	0.780808099
EG10576	0.353282285	0.298345613	0.382569467	0.315407778	0.227598405	0.190635463	0.228522739	0.167890941	0.081395428	0.208188664	0.257374814	0.133326548	0.380770341	0.0872893	0.205335473	0.455412916	0.206780171	0.213702988	0.211667286	0.154674333
EG10577	0.994083352	0.855999995	0.591454994	0.882969075	0.955535643	0.802152867	0.838871809	0.989387209	0.434414429	0.605875323	0.923973334	0.494037725	0.978318	0.327985353	0.845927197	0.993192813	0.457300028	0.856282689	0.895132996	0.9261488
EG10581	0.115525319	0.994397891	0.032827781	0.505661313	0.373989958	0.08507443	0.020698595	0.113596684	0.536252837	0.88925847	0.048149411	0.758889798	0.276774793	0.198565283	0.462943598	0.328005489	0.200220243	0.415111685	0.579812674	0.058786155
EG10587	0.204447291	0.996708093	0.140385259	0.721214935	0.643282709	0.27491218	0.081032143	0.190946553	0.675324664	0.926068058	0.14128649	0.831016601	0.437593828	0.375070722	0.675311755	0.623113282	0.246077491	0.529183752	0.670438502	0.127827747
EG10588	0.874875223	0.001593184	0.891537488	0.405882344	0.431197638	0.671355195	0.919569502	0.74239645	0.327051024	0.033298089	0.93259876	0.149354425	0.615018446	0.649187034	0.439329136	0.494783162	0.736226899	0.335509094	0.36056753	0.862204902
EG10591	0.062631511	0.985721778	0.022157655	0.442454576	0.378571591	0.142891161	0.059799662	0.085697453	0.344794572	0.791822316	0.047093165	0.621389638	0.179431073	0.188720345	0.270595121	0.223041836	0.088519728	0.324066403	0.361573311	0.038445232
EG10592	0.110430176	0.158644466	0.171155243	0.201601373	0.107991851	0.140926912	0.118072077	0.112342204	0.12315552	0.194568128	0.120812529	0.242233501	0.129569283	0.053861899	0.102458888	0.080111657	0.066551096	0.182596648	0.131497355	0.182913727
EG10593	0.331965227	0.205657718	0.192247223	0.364759529	0.319606527	0.35945437	0.366261925	0.167723314	0.153169752	0.19633293	0.411108414	0.158208801	0.406137089	0.12133879	0.298359955	0.460087895	0.154337053	0.398533779	0.407783226	0.465224871
EG10594	0.316109733	0.150395377	0.217864741	0.282523535	0.189817585	0.281797795	0.387864264	0.162803828	0.226880069	0.184253552	0.447043716	0.191641208	0.308843358	0.151643689	0.242654814	0.412753657	0.096416857	0.390298643	0.464992638	0.296855197
EG10595	0.500146984	0.488940109	0.638897905	0.626665181	0.440692451	0.606208911	0.481486753	0.429392525	0.514327635	0.728452098	0.993260372	0.996350943	0.99429267	0.994323353	0.993628215	0.994276328	0.995374139	0.995110399	0.993158833	0.995340669
EG10599	0.269820475	0.292523077	0.563665452	0.45569154	0.17188478	0.466480696	0.250807968	0.327545888	0.496252354	0.491384863	0.656181974	0.468483923	0.593036568	0.313282854	0.760489784	0.669381698	0.09973995	0.176497147	0.673891065	0.574308196
EG10601	0.408055529	0.35382234	0.342078821	0.296451702	0.359557947	0.450483891	0.377202039	0.473000981	0.496722197	0.440075502	0.398045388	0.602164757	0.453276108	0.696574591	0.510942027	0.424791682	0.540730489	0.496382581	0.305990142	0.3813074
EG10615	0.22648339	0.248355269	0.122593628	0.252479869	0.232724304	0.173576087	0.240199347	0.159629241	0.127073626	0.177003375	0.337196993	0.099625292	0.257935366	0.094968529	0.28716444	0.409269207	0.127217424	0.267546162	0.198272799	0.265108286
EG10616	0.175170458	0.347458681	0.053027836	0.150342612	0.116817649	0.199995753	0.109607046	0.107263798	0.127626631	0.070486006	0.167152598	0.113713493	0.197671225	0.140829994	0.154315156	0.13531807	0.097727435	0.098271498	0.120043021	0.211692944
EG10617	0.030840169	0.153119632	0.105640425	0.113219865	0.043322017	0.022764599	0.107500746	0.145663769	0.273754095	0.281741376	0.172089421	0.103998462	0.245774147	0.050689279	0.199296837	0.16685609	0.141709027	0.01767057	0.119063126	0.064187142
EG10618	0.921108542	0.932407829	0.887898023	0.970677442	0.979798109	0.937387062	0.931154177	0.990821172	0.697359801	0.842181721	0.920831582	0.928553327	0.820542153	0.888794051	0.943376309	0.916577323	0.969522593	0.817661661	0.743848986	0.651489473
EG10624	0.002489775	0.204145518	0.249455176	0.079644548	0.016098544	0.124309198	0.11046337	0.008749053	0.644865172	0.282961665	0.995196657	0.996139107	0.993725648	0.995638513	0.994575736	0.994433137	0.995052746	0.995282086	0.994289126	0.995986812
EG10632	0.26223765	0.33654069	0.334668111	0.326406105	0.190535001	0.310158161	0.268740788	0.373234864	0.191634051	0.218109498	0.602010929	0.233405221	0.681504775	0.198952775	0.611110336	0.67258261	0.22607034	0.437515794	0.498190378	0.556404661
EG10633	0.357146156	0.383567681	0.265840135	0.229274699	0.403949322	0.292623308	0.344508632	0.359307873	0.313477442	0.272585062	0.359009216	0.105223914	0.333872996	0.151937262	0.336868873	0.441467631	0.147853346	0.213544509	0.348885959	0.251592915
EG10634	0.659289868	0.449172873	0.294861268	0.541842623	0.52816886	0.437148658	0.542237609	0.654453242	0.224759403	0.366844688	0.512608704	0.249652542	0.610221381	0.197763376	0.395601564	0.586305541	0.229352178	0.338589125	0.340048351	0.585947069
EG10635	0.471085639	0.418575549	0.374225554	0.424078988	0.425194308	0.337781633	0.441937815	0.379332756	0.248209491	0.340192573	0.054699819	0.306622259	0.007690821	0.431961923	0.09178499	0.000874	0.338315901	0.062441502	0.011663618	0.033895552
EG10636	0.989063749	0.704569109	0.405602349	0.853551428	0.923332346	0.644843545	0.765562191	0.981407932	0.32349905	0.424870729	0.900356706	0.313925985	0.974366423	0.237829805	0.815250114	0.995099455	0.402606836	0.805206394	0.872478563	0.902140531
EG10638	0.785873668	0.744856191	0.647791961	0.771923489	0.645567322	0.816251892	0.721172698	0.805929277	0.705926022	0.78039522	0.57673358	0.689919393	0.569032764	0.695154646	0.575632054	0.552445737	0.562611638	0.734467756	0.75483817	0.735558495
EG10639	0.714546246	0.766805333	0.577729902	0.768655134	0.580879852	0.809046564	0.664667316	0.817147999	0.668587701	0.753494648	0.486151775	0.445801574	0.491990025	0.570801214	0.510248092	0.439074768	0.555115194	0.532292859	0.471192476	0.400015664
EG10640	0.689827755	0.725070925	0.540736266	0.741492455	0.566277213	0.746959556	0.659125694	0.774492518	0.587553201	0.69885228	0.679395256	0.629905652	0.615417002	0.769483229	0.604265114	0.580407415	0.527410392	0.686446195	0.721233601	0.750409652
EG10641	0.755093538	0.730922707	0.563534932	0.752562318	0.537839354	0.715893159	0.715485236	0.799871901	0.69176273	0.741545881	0.686626286	0.550631283	0.604571372	0.691974909	0.528473488	0.607378252	0.569024846	0.644987304	0.667830526	0.540116881
EG10642	0.789081568	0.731337397	0.592337559	0.700667384	0.563254175	0.811934566	0.699643523	0.839788845	0.712968464	0.781830187	0.603893002	0.722103589	0.524747873	0.723371794	0.541021838	0.593096079	0.47027931	0.688212504	0.648441009	0.730655025
EG10643	0.360006638	0.451662889	0.964162151	0.225155149	0.091825188	0.431349918	0.383187548	0.471412549	0.526793565	0.69600264	0.988650415	0.650006107	0.888300138	0.704299619	0.622383785	0.782239454	0.257774691	0.927734863	0.971663858	0.989602921
EG10644	0.998725956	0.869548622	0.593841787	0.967443742	0.985789263	0.878395205	0.932060594	0.99721054	0.023034681	0.69456598	0.009059214	0.014988324	0.025819713	0.008916351	0.012002152	0.002752354	0.002304262	0.001426626	0.005282384	0.006365195
EG10649	0.064029731	0.070256232	0.322363944	0.039514829	0.057363092	0.063467527	0.079746869	0.028265271	0.080818643	0.106714862	0.073526745	0.096504481	0.151288874	0.02953864	0.070519126	0.065735305	0.170596955	0.067054362	0.01915969	0.08089607
EG10651	0.23171108	0.224542697	0.166808307	0.240804604	0.216959578	0.209724781	0.253996524	0.322759733	0.129244953	0.301311058	0.248875561	0.24465195	0.205206441	0.181333064	0.140346515	0.203557037	0.219272508	0.274744715	0.234265586	0.221051357
EG10652	0.305583535	0.232567487	0.303605649	0.271714339	0.257907926	0.318984533	0.131924165	0.310871404	0.191620649	0.278593318	0.391113396	0.135175235	0.432984361	0.115711043	0.314591766	0.34765336	0.134952877	0.293799475	0.49358252	0.431735248
